SR,PARISH_x,CODE,TOWNLAND,1841_MALE,1841_FEMALE,1841_INHABITED,1841_UNINHABITED,1851_MALE,1851_FEMALE,1851_INHABITED,1851_UNINHABITED,1861_MALE,1861_FEMALE,1861_INHABITED,1861_UNINHABITED,1871_MALE,1871_FEMALE,1871_INHABITED,1871_UNINHABITED,1881_MALE,1881_FEMALE,1881_INHABITED,1881_UNINHABITED,1891_MALE,1891_FEMALE,1891_INHABITED,1891_UNINHABITED,COUNTY,COUNTY_ID,BARONY,BARONY_ID,PARISH_y,PARISH_ID,OS_ID,MODERN_NAME,TOWNLAND_ID,OS_HECTARES,CENTRE_LAT,CENTRE_LNG,MATCH_CODE,VRTI,Google_Drive_Link,Histogram_of_Male_and_Female,Male_to_Female_Ratio,Population_changes
820,SWORDS,260272,COMMONS_WEST,118,120,57,1,97,106,47,3,61,63,29,0,59,52,29,0,66,66,31,0,57,54,27,5,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260272,COMMONS_WEST,C_10_B_04_P_02_260272,19.31,53.46164,-6.22937,260272,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260272_COMMONS_WEST,https://drive.google.com/uc?id=1dRPMtZKQEHUH63wQ4ZWJ36SOnoUJssAC,,,
821,SWORDS,260274,COOKSTOWN,6,3,2,1,5,6,3,0,2,4,2,0,4,6,3,0,3,3,1,0,3,2,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260274,COOKSTOWN,C_10_B_04_P_02_260274,68.144,53.50008,-6.25558,260274,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260274_COOKSTOWN,https://drive.google.com/uc?id=1s3frewoJjBMhEiXN6I1S7EpBX9RrLIVk,,,
822,SWORDS,260309,CREMONA,1,3,1,0,3,1,1,0,7,12,2,0,2,5,2,0,6,7,1,1,6,5,2,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260309,CREMONA,C_10_B_04_P_02_260309,5.643,53.45022,-6.22816,260309,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260309_CREMONA,https://drive.google.com/uc?id=1Ett9uR7_K_GwyhvmmoQ0CrvKG83JFIu1,,,
823,SWORDS,260313,CROWSCASTLE,6,5,2,0,3,3,2,0,1,1,1,0,2,2,1,0,6,2,1,0,2,3,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260313,CROWSCASTLE,C_10_B_04_P_02_260313,42.893,53.44725,-6.21868,260313,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260313_CROWSCASTLE,https://drive.google.com/uc?id=1iLlDurbgKZPOuLqQAJ3YgNsdrJbp2DaQ,,,
824,SWORDS,260332,DEANESTOWN_(ED_SWORDS-LISSENHALL),8,4,1,0,2,1,1,0,0,0,0,0,3,1,1,1,4,3,2,0,5,3,2,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260332,DEANESTOWN_(ED_SWORDS-LISSENHALL),C_10_B_04_P_02_260332,90.271,53.50098,-6.22191,260332,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260332_DEANESTOWN_(ED_SWORDS-LISSENHALL),https://drive.google.com/uc?id=19Ssgn3OZQJShNKc2xV59TmxKVkmGTo_G,,,
825,SWORDS,260341,DOLLARDS,7,5,1,0,7,4,1,0,6,3,1,0,13,8,3,0,7,4,1,0,2,1,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260341,DOLLARDS,C_10_B_04_P_02_260341,25.125,53.49026,-6.24564,260341,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260341_DOLLARDS,https://drive.google.com/uc?id=1_gSjbB3LDHj5mhsqGXULJl98c9vcRE_b,,,
826,SWORDS,260378,FORESTFIELDS,0,0,0,0,12,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260378,FORESTFIELDS,C_10_B_04_P_02_260378,37.7,53.45062,-6.23438,260378,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260378_FORESTFIELDS,https://drive.google.com/uc?id=12UBEwWEWz5FXv6kwY-4-FaR4SiQS0kR7,,,
827,SWORDS,260379,FORREST_GREAT,58,49,18,0,71,68,26,0,67,50,17,0,46,36,19,0,43,31,16,0,32,29,13,1,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260379,FORREST_GREAT,C_10_B_04_P_02_260379,212.55,53.44151,-6.25921,260379,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260379_FORREST_GREAT,https://drive.google.com/uc?id=1QGWsB6gTrPHdHvWvzLOcTjWGpb2yuIBS,,,
828,SWORDS,260380,FORREST_LITTLE,44,52,19,0,32,29,13,0,29,39,17,0,33,31,13,0,23,20,10,0,20,25,11,2,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260380,FORREST_LITTLE,C_10_B_04_P_02_260380,103.184,53.4374,-6.2451,260380,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260380_FORREST_LITTLE,https://drive.google.com/uc?id=1fomq0wbyTaNf1rS3_xVBuTZ_mMh15vq5,,,
829,SWORDS,260383,FOSTERSTOWN_NORTH,18,12,5,0,10,9,4,0,16,20,7,0,7,9,5,0,7,12,6,0,11,11,5,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260383,FOSTERSTOWN_NORTH,C_10_B_04_P_02_260383,43.678,53.44616,-6.23331,260383,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260383_FOSTERSTOWN_NORTH,https://drive.google.com/uc?id=12wPrIZkxfx-tI0L9VbeSfXL-7VbJpT1n,,,
830,SWORDS,260384,FOSTERSTOWN_SOUTH,9,10,2,0,9,12,2,0,8,8,2,0,8,8,2,0,4,2,2,0,4,5,2,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260384,FOSTERSTOWN_SOUTH,C_10_B_04_P_02_260384,50.228,53.4404,-6.23417,260384,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260384_FOSTERSTOWN_SOUTH,https://drive.google.com/uc?id=1nuSrtN0nNu6Ii5eCMHxcnEv5IEaj0aXf,,,
832,SWORDS,260446,GREENFIELDS,3,4,1,0,2,2,1,0,6,5,1,0,7,5,1,0,4,3,1,0,0,0,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260446,GREENFIELDS,C_10_B_04_P_02_260446,22.693,53.46134,-6.20514,260446,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260446_GREENFIELDS,https://drive.google.com/uc?id=1gD2hMBy_fb7lh9oYckUnobgOcQPWmcbJ,,,
833,SWORDS,260467,HILLTOWN,11,4,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260467,HILLTOWN,C_10_B_04_P_02_260467,89.668,53.45387,-6.24123,260467,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260467_HILLTOWN,https://drive.google.com/uc?id=1LezDB2Kf7qg1ZfHcD4gpdlDN8h_1iOuh,,,
834,SWORDS,260474,HOLYBANKS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260474,HOLYBANKS,C_10_B_04_P_02_260474,6.972,53.47036,-6.22719,260474,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260474_HOLYBANKS,https://drive.google.com/uc?id=1eazs9OEeCs15UaoFRhHBzrW9sKg6sLMp,,,
835,SWORDS,260494,JAMESTOWN,4,2,1,0,3,5,1,0,0,0,0,0,1,1,1,0,2,2,1,0,3,1,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260494,JAMESTOWN,C_10_B_04_P_02_260494,16.458,53.48647,-6.2256,260494,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260494_JAMESTOWN,https://drive.google.com/uc?id=1znGdVIrq94XGv3jUPlsPmxuuAXCmSOHb,,,
836,SWORDS,260575,KNOCKSEDAN,19,18,6,0,13,16,6,0,13,15,6,0,14,17,9,0,15,19,6,0,7,8,3,2,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260575,KNOCKSEDAN,C_10_B_04_P_02_260575,39.566,53.45202,-6.2665,260575,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260575_KNOCKSEDAN,https://drive.google.com/uc?id=12sxUx_bDb33iRI9zARLT1iCfLYyyuw7J,,,
837,SWORDS,260588,LISSENHALL_GREAT,28,26,8,0,13,18,5,1,21,22,8,0,16,20,6,0,14,24,6,0,18,20,7,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260588,LISSENHALL_GREAT,C_10_B_04_P_02_260588,107.234,53.47189,-6.20292,260588,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260588_LISSENHALL_GREAT,https://drive.google.com/uc?id=1vhsdpKdWC9MLb1VBwqbuRNEuJWM_4MRC,,,
838,SWORDS,260589,LISSENHALL_LITTLE,17,12,4,0,9,6,5,0,14,11,6,0,17,17,7,0,19,14,4,0,16,9,4,1,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260589,LISSENHALL_LITTLE,C_10_B_04_P_02_260589,130.077,53.48144,-6.20854,260589,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260589_LISSENHALL_LITTLE,https://drive.google.com/uc?id=1MAuU9rxgZMDDu5gxU1oHe0ruUax6LP0v,,,
839,SWORDS,260612,MAGILLSTOWN,31,29,8,0,25,14,6,1,33,26,12,0,17,11,6,0,22,12,6,0,16,18,0,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260612,MAGILLSTOWN,C_10_B_04_P_02_260612,131.835,53.49216,-6.23285,260612,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260612_MAGILLSTOWN,https://drive.google.com/uc?id=1CcyuG8xzzWjSM3mxgNQYDa8xYyApxxmF,,,
840,SWORDS,260618,MANTUA,6,3,2,0,3,5,2,0,1,4,2,0,5,5,2,0,7,5,2,0,7,4,2,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260618,MANTUA,C_10_B_04_P_02_260618,8.971,53.46165,-6.20939,260618,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260618_MANTUA,https://drive.google.com/uc?id=1U0x0zaZmyh80lPBvUJIuSPhpfJHJJNTX,,,
841,SWORDS,260620,MARSHALLSTOWN,4,3,1,0,5,4,1,0,7,4,1,0,5,3,1,0,6,3,1,0,1,3,1,1,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260620,MARSHALLSTOWN,C_10_B_04_P_02_260620,49.43,53.43927,-6.2129,260620,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260620_MARSHALLSTOWN,https://drive.google.com/uc?id=1YmRSy53B0hn6UgSIRGshwsIjtIVmKc0O,,,
842,SWORDS,260632,MILTONSFIELDS,40,47,18,1,51,73,30,0,39,37,21,0,55,54,28,0,36,28,14,0,0,0,0,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260632,MILTONSFIELDS,C_10_B_04_P_02_260632,33.055,53.45143,-6.22353,260632,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260632_MILTONSFIELDS,https://drive.google.com/uc?id=1zAvIH1G8spAB2G1Z7uvM7LHnrqRBdVvA,,,
843,SWORDS,260646,MOORETOWN,3,3,2,0,2,1,1,0,3,3,2,0,2,1,1,0,3,1,1,0,18,26,13,2,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260646,MOORETOWN,C_10_B_04_P_02_260646,125.676,53.4654,-6.24658,260646,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260646_MOORETOWN,https://drive.google.com/uc?id=13IiD1fMxfLDKBVA5hywIZBoLB-Ug4W43,,,
844,SWORDS,260655,MOUNTGORRY,4,1,1,0,2,4,2,0,1,2,1,0,3,2,2,0,8,10,4,0,1,2,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260655,MOUNTGORRY,C_10_B_04_P_02_260655,48.226,53.45405,-6.20187,260655,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260655_MOUNTGORRY,https://drive.google.com/uc?id=1pP9dehSxjXMm0v_m8Q5Lyhpu3bbg1gdS,,,
845,SWORDS,260667,NEVINSTOWN_EAST,4,2,1,0,0,0,0,0,3,2,1,0,2,2,1,0,3,2,1,0,6,8,4,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260667,NEVINSTOWN_EAST,C_10_B_04_P_02_260667,56.069,53.43996,-6.21939,260667,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260667_NEVINSTOWN_EAST,https://drive.google.com/uc?id=1Bh3Mb3DSqBkjHWDEU0UrExJQSMQ-K8DO,,,
846,SWORDS,260668,NEVINSTOWN_WEST,6,6,3,0,5,4,2,0,4,2,1,0,3,2,1,0,2,2,1,0,6,1,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260668,NEVINSTOWN_WEST,C_10_B_04_P_02_260668,13.761,53.44337,-6.2259,260668,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260668_NEVINSTOWN_WEST,https://drive.google.com/uc?id=1sE08Dy81KyeJASsgHagyAvK6ZT1NUxD_,,,
849,SWORDS,260712,OUTLANDS,0,0,0,0,4,5,1,0,5,6,1,0,4,6,1,0,2,4,1,0,3,4,2,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260712,OUTLANDS,C_10_B_04_P_02_260712,31.783,53.46602,-6.2347,260712,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260712_OUTLANDS,https://drive.google.com/uc?id=17-syW0m01mx0AB1v81NCsRmQZV9Z-ZV2,,,
850,SWORDS,260758,RATHBEAL,35,28,8,1,22,23,9,0,22,17,8,0,16,16,8,0,20,17,7,1,3,3,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260758,RATHBEAL,C_10_B_04_P_02_260758,224.406,53.47079,-6.26112,260758,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260758_RATHBEAL,https://drive.google.com/uc?id=19pV3z1yuDdi5JBB-d_hvzSHxxUCeNpjY,,,
851,SWORDS,260762,RATHINGLE,8,5,2,0,1,2,1,0,2,2,1,0,3,2,1,0,4,2,1,0,27,23,7,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260762,RATHINGLE,C_10_B_04_P_02_260762,45.733,53.44808,-6.24865,260762,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260762_RATHINGLE,https://drive.google.com/uc?id=1f1jxS3stSp0IJ-EM6diJSOcssS003Rum,,,
852,SWORDS,260791,ROGANSTOWN,17,16,6,0,8,7,2,1,6,9,3,0,5,5,2,1,4,2,2,1,3,1,1,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260791,ROGANSTOWN,C_10_B_04_P_02_260791,72.367,53.48285,-6.27156,260791,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260791_ROGANSTOWN,https://drive.google.com/uc?id=1CbJYK8ZDqz8rx1KlxaMMkhY9pHPJ10oa,,,
853,SWORDS,260812,SAUCERSTOWN,14,8,2,0,12,8,3,0,14,10,4,0,12,13,4,0,15,12,3,0,7,5,4,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260812,SAUCERSTOWN,C_10_B_04_P_02_260812,85.219,53.47987,-6.26121,260812,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260812_SAUCERSTOWN,https://drive.google.com/uc?id=18Sg6vw5JGwBZbbGa6SvGpoeiO8487HBZ,,,
855,SWORDS,260819,SEATOWN_EAST,14,5,2,0,15,8,2,1,17,16,4,0,9,12,2,0,7,5,3,0,8,5,2,3,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260819,SEATOWN_EAST,C_10_B_04_P_02_260819,93.732,53.45826,-6.19609,260819,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260819_SEATOWN_EAST,https://drive.google.com/uc?id=1n5v3tKl57-aKrc-1Ks2L9_ce9ZJUZlol,,,
856,SWORDS,260820,SEATOWN_WEST,2,8,1,0,4,6,2,0,1,2,1,0,3,3,1,0,0,0,0,0,8,8,3,1,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260820,SEATOWN_WEST,C_10_B_04_P_02_260820,36.881,53.46447,-6.21046,260820,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260820_SEATOWN_WEST,https://drive.google.com/uc?id=1u1w6vSDcx6BkMGOYJR5pxEDgf8kI3XYb,,,
857,SWORDS,260834,SKIDOO,34,24,8,0,26,22,7,0,29,21,8,0,23,15,8,0,23,25,8,0,0,0,8,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260834,SKIDOO,C_10_B_04_P_02_260834,266.701,53.49323,-6.2624,260834,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260834_SKIDOO,https://drive.google.com/uc?id=1jFKTIUe7PPN-1TwMJcU_WAdfMIR5rHZW,,,
858,SWORDS,260864,SWORDS_DEMESNE,5,6,2,1,13,16,5,1,21,19,7,0,16,9,4,0,4,2,2,2,28,20,4,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260864,SWORDS_DEMESNE,C_10_B_04_P_02_260864,47.901,53.45682,-6.21309,260864,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260864_SWORDS_DEMESNE,https://drive.google.com/uc?id=1g_UBstlKBprad9rSKt7-bmSzMGdyYC0S,,,
859,SWORDS,260865,SWORDS_GLEBE,0,0,0,0,13,20,5,1,7,13,4,0,10,8,2,0,0,0,0,0,2,4,3,1,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260865,SWORDS_GLEBE,C_10_B_04_P_02_260865,3.775,53.45754,-6.22444,260865,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260865_SWORDS_GLEBE,https://drive.google.com/uc?id=1aOb6KLgAmaHXDR_IX04_Z0SFQBcjv2AE,,,
860,SWORDS,260893,TOWNPARKS,0,0,0,0,0,0,0,0,0,0,0,0,71,85,36,2,0,0,0,0,6,11,0,0,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260893,TOWNPARKS,C_10_B_04_P_02_260893,42.062,53.45929,-6.22074,260893,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260893_TOWNPARKS,https://drive.google.com/uc?id=1QkbFzbQFs1PtUVFfCWiKnDFTh7ouq3uj,,,
862,SWORDS,260932,WINDMILL_LANDS,18,13,5,0,50,52,26,1,26,17,12,0,34,22,16,0,32,23,11,0,19,16,9,1,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,260932,WINDMILL_LANDS,C_10_B_04_P_02_260932,64.223,53.45824,-6.23421,260932,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260932_WINDMILL_LANDS,https://drive.google.com/uc?id=1DLGAhoPrU1Rapc38VjOZPEXt3EJNinZi,,,
865,ADERRIG,260004,ADAMSTOWN,12,11,3,0,9,6,2,0,9,6,2,0,5,4,1,0,5,4,1,0,2,2,1,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ADERRIG,C_10_B_05_P_01,260004,ADAMSTOWN,C_10_B_05_P_01_260004,45.082,53.33471,-6.45209,260004,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_01_260004_ADAMSTOWN,https://drive.google.com/uc?id=1CRlWPU3TyJeOJo6KD518xrGwXefSuEJZ,,,
866,ADERRIG,260005,ADERRIG,8,7,2,0,3,6,1,0,6,4,2,0,2,1,2,0,5,6,3,0,4,3,1,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ADERRIG,C_10_B_05_P_01,260005,ADERRIG,C_10_B_05_P_01_260005,104.162,53.33958,-6.48353,260005,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_01_260005_ADERRIG,https://drive.google.com/uc?id=14OYzmR7pjlksbabNAou7thbqzspWNdmc,,,
867,ADERRIG,260024,BACKSTOWN,7,5,2,0,9,9,2,0,26,21,9,0,7,8,2,0,0,0,0,0,8,5,2,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ADERRIG,C_10_B_05_P_01,260024,BACKSTOWN,C_10_B_05_P_01_260024,83.893,53.34642,-6.48832,260024,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_01_260024_BACKSTOWN,https://drive.google.com/uc?id=1Q6MGVnDLBnuhO8L-MDWhEHy9fcGhVAdJ,,,
869,ADERRIG,260278,COOLDRINAGH,1,5,1,0,10,9,3,1,12,42,13,0,14,22,7,0,17,20,7,0,4,7,3,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ADERRIG,C_10_B_05_P_01,260278,COOLDRINAGH,C_10_B_05_P_01_260278,116.024,53.35685,-6.47781,260278,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_01_260278_COOLDRINAGH,https://drive.google.com/uc?id=1GrdTB-Ht62iidKUWM_OvN4BYZH2-Jygg,,,
871,CLONDALKIN,260153,BLUNDELSTOWN,10,5,1,0,3,2,1,0,3,2,1,0,1,3,1,0,3,2,1,0,2,1,1,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,260153,BLUNDELSTOWN,C_10_B_05_P_03_260153,63.933,53.3057,-6.47296,260153,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260153_BLUNDELSTOWN,https://drive.google.com/uc?id=123dOa6nfvgV-6RDKNyUe0EPgervE-v8g,,,
872,ESKER,260077,BALLYDOWD,135,114,45,0,104,91,34,1,79,55,31,0,58,66,33,0,82,80,32,0,78,80,30,1,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ESKER,C_10_B_05_P_07,260077,BALLYDOWD,C_10_B_05_P_07_260077,62.274,53.35726,-6.42481,260077,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_07_260077_BALLYDOWD,https://drive.google.com/uc?id=17fmy6TghFCFyeE84XvR_gvmyV04Mjeja,,,
873,ESKER,260102,BALLYOWEN,52,46,17,0,48,35,18,2,19,20,9,0,24,29,11,0,21,21,8,0,16,15,9,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ESKER,C_10_B_05_P_07,260102,BALLYOWEN,C_10_B_05_P_07_260102,221.41,53.34933,-6.41939,260102,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_07_260102_BALLYOWEN,https://drive.google.com/uc?id=10lrWpo_a2L1QPizV_Oa1U0_7XAeRq25K,,,
874,ESKER,260365,ESKER_NORTH,11,12,6,0,8,6,2,2,10,16,4,2,15,16,5,1,8,8,4,0,10,9,6,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ESKER,C_10_B_05_P_07,260365,ESKER_NORTH,C_10_B_05_P_07_260365,30.258,53.35353,-6.43526,260365,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_07_260365_ESKER_NORTH,https://drive.google.com/uc?id=1ZN1HtKPttJgeWLRcdjzN-IYluui9PE39,,,
875,ESKER,260366,ESKER_SOUTH,133,128,48,0,96,84,32,1,89,75,29,3,55,49,22,5,59,75,29,0,56,52,23,1,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ESKER,C_10_B_05_P_07,260366,ESKER_SOUTH,C_10_B_05_P_07_260366,186.245,53.34385,-6.44186,260366,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_07_260366_ESKER_SOUTH,https://drive.google.com/uc?id=1TtAdJfUr2JMM1K2BlbUaajnvfQ8bdemi,,,
876,ESKER,260372,FINNSTOWN,24,24,7,1,25,26,7,1,24,34,11,0,26,26,10,0,29,36,10,1,52,49,15,1,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ESKER,C_10_B_05_P_07,260372,FINNSTOWN,C_10_B_05_P_07_260372,167.795,53.34109,-6.46115,260372,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_07_260372_FINNSTOWN,https://drive.google.com/uc?id=1AEjnfjAAfxVnSrFNm4OtmeUAaERgI3lU,,,
877,ESKER,260408,GLEBE,11,11,3,0,8,12,3,0,9,6,2,1,9,8,3,0,8,4,2,0,10,9,3,0,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,ESKER,C_10_B_05_P_07,260408,GLEBE,C_10_B_05_P_07_260408,18.7,53.35146,-6.43869,260408,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_07_260408_GLEBE,https://drive.google.com/uc?id=1nign2EqGVTlpY14eb22brNXRQDXyhvN2,,,
