SR,PARISH_x,CODE,TOWNLAND,1841_MALE,1841_FEMALE,1841_INHABITED,1841_UNINHABITED,1851_MALE,1851_FEMALE,1851_INHABITED,1851_UNINHABITED,1861_MALE,1861_FEMALE,1861_INHABITED,1861_UNINHABITED,1871_MALE,1871_FEMALE,1871_INHABITED,1871_UNINHABITED,1881_MALE,1881_FEMALE,1881_INHABITED,1881_UNINHABITED,1891_MALE,1891_FEMALE,1891_INHABITED,1891_UNINHABITED,COUNTY,COUNTY_ID,BARONY,BARONY_ID,PARISH_y,PARISH_ID,OS_ID,MODERN_NAME,TOWNLAND_ID,OS_HECTARES,CENTRE_LAT,CENTRE_LNG,MATCH_CODE,VRTI,Google_Drive_Link,Histogram_of_Male_and_Female,Male_to_Female_Ratio,Population_changes
274,BALLYMADUN,260302,CORNSTOWN,20,12,5,1,21,11,5,0,15,9,5,0,8,7,4,0,7,7,4,0,10,7,3,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALLYMADUN,C_10_B_01_P_03,260302,CORNSTOWN,C_10_B_01_P_03_260302,168.405,53.52586,-6.37929,260302,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_03_260302_CORNSTOWN,https://drive.google.com/uc?id=1PgdoPYJZwdq7wix2iA-Xlif21ALaGi3t,,,
275,BALLYMADUN,260410,GLEBE_(ED_GARRISTOWN),8,8,3,0,9,8,3,0,5,1,1,0,4,3,1,0,1,2,1,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALLYMADUN,C_10_B_01_P_03,260410,GLEBE_(ED_GARRISTOWN),C_10_B_01_P_03_260410,12.874,53.53315,-6.40123,260410,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_03_260410_GLEBE_(ED_GARRISTOWN),https://drive.google.com/uc?id=1T7FymHKPlTr8zGNsbIBehfPGbxLlucRt,,,
276,BALLYMADUN,260568,KNOCKANEEK,7,6,2,0,6,3,2,0,3,1,1,0,6,4,2,0,4,2,2,0,2,5,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALLYMADUN,C_10_B_01_P_03,260568,KNOCKANEEK,C_10_B_01_P_03_260568,48.974,53.52494,-6.36776,260568,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_03_260568_KNOCKANEEK,https://drive.google.com/uc?id=1XL9J-MOypl82lY-Q9UdQpWjhfbHibi69,,,
277,BALLYMADUN,260701,NUTSTOWN,71,55,18,0,62,40,16,1,49,33,14,1,28,16,8,0,27,20,7,0,19,11,6,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALLYMADUN,C_10_B_01_P_03,260701,NUTSTOWN,C_10_B_01_P_03_260701,307.167,53.5418,-6.36245,260701,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_03_260701_NUTSTOWN,https://drive.google.com/uc?id=1IAZfmIg5ozzd8xreObRVZO3NzS2SopSZ,,,
278,BALLYMADUN,260945,WYESTOWN,31,20,9,0,26,16,10,1,36,36,14,0,21,21,11,0,21,18,12,0,19,21,11,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALLYMADUN,C_10_B_01_P_03,260945,WYESTOWN,C_10_B_01_P_03_260945,155.326,53.53717,-6.35299,260945,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_03_260945_WYESTOWN,https://drive.google.com/uc?id=1TFELk5BOqozEDUPX_9uTq_mxTQUfwLJU,,,
279,BALLYMADUN,260945,TOTAL,290,232,79,2,244,170,68,4,212,149,65,5,147,111,55,0,138,128,52,1,117,106,47,3,DUBLIN,C_10,BALROTHERY,C_10_B_01,BALLYMADUN,C_10_B_01_P_03,260945,WYESTOWN,C_10_B_01_P_03_260945,155.326,53.53717,-6.35299,260945,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_03_260945_WYESTOWN,https://drive.google.com/uc?id=1TFELk5BOqozEDUPX_9uTq_mxTQUfwLJU,,,
280,CLONMETHAN,260179,BROWNSCROSS,2,0,1,0,10,10,2,0,5,7,3,0,3,3,2,0,1,2,1,0,0,0,0,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,CLONMETHAN,C_10_B_01_P_07,260179,BROWNSCROSS,C_10_B_01_P_07_260179,65.88,53.53428,-6.33085,260179,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_07_260179_BROWNSCROSS,https://drive.google.com/uc?id=1aXGA4IrCNBXVsPY2UtioIbvQhsPwGM35,,,
293,GARRISTOWN,260003,ADAMSTOWN,42,31,13,0,38,28,12,0,38,21,10,0,24,22,3,0,17,19,3,0,14,12,8,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,GARRISTOWN,C_10_B_01_P_09,260003,ADAMSTOWN,C_10_B_01_P_09_260003,229.568,53.55262,-6.35464,260003,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_09_260003_ADAMSTOWN,https://drive.google.com/uc?id=1CRlWPU3TyJeOJo6KD518xrGwXefSuEJZ,,,
294,GARRISTOWN,260043,BALDWINSTOWN,114,86,34,0,142,126,49,2,125,105,44,0,88,82,41,0,99,72,37,0,65,57,29,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,GARRISTOWN,C_10_B_01_P_09,260043,BALDWINSTOWN,C_10_B_01_P_09_260043,314.598,53.56404,-6.34938,260043,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_09_260043_BALDWINSTOWN,https://drive.google.com/uc?id=15ozKTp83nmcQWuBwFFxkZNwOsfXUAUnM,,,
295,GARRISTOWN,260270,COMMONS_LOWER,161,137,62,0,108,102,42,4,83,89,40,0,62,57,33,0,65,40,25,2,43,35,21,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,GARRISTOWN,C_10_B_01_P_09,260270,COMMONS_LOWER,C_10_B_01_P_09_260270,245.763,53.58133,-6.36471,260270,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_09_260270_COMMONS_LOWER,https://drive.google.com/uc?id=1-nR2jBAkYyjj4bwJ1UJyaz6hdD3Cx-08,,,
296,GARRISTOWN,260271,COMMONS_UPPER,133,147,54,1,77,96,40,2,62,76,36,1,47,50,29,0,34,34,23,1,27,21,17,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,GARRISTOWN,C_10_B_01_P_09,260271,COMMONS_UPPER,C_10_B_01_P_09_260271,102.046,53.58185,-6.38745,260271,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_09_260271_COMMONS_UPPER,https://drive.google.com/uc?id=1vnQxDTQKqFxdUobvgtTBj-52oqxMDYuW,,,
297,GARRISTOWN,260398,GARRISTOWN,209,232,90,1,136,156,63,2,75,80,37,6,80,79,35,0,121,105,58,0,150,144,73,2,DUBLIN,C_10,BALROTHERY,C_10_B_01,GARRISTOWN,C_10_B_01_P_09,260398,GARRISTOWN,C_10_B_01_P_09_260398,513.761,53.56738,-6.37915,260398,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_09_260398_GARRISTOWN,https://drive.google.com/uc?id=1hz8w5CW5cr3jKYqyFsMOETgiWPBc96KK,,,
298,GARRISTOWN,260419,GLEBE_EAST,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,GARRISTOWN,C_10_B_01_P_09,260419,GLEBE_EAST,C_10_B_01_P_09_260419,4.052,53.57451,-6.35202,260419,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_09_260419_GLEBE_EAST,https://drive.google.com/uc?id=1ctDovxAUHEj8kmLO1hPyk6UDPucSCzbo,,,
299,GARRISTOWN,260423,GLEBE_WEST,38,30,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,GARRISTOWN,C_10_B_01_P_09,260423,GLEBE_WEST,C_10_B_01_P_09_260423,7.86,53.568,-6.40085,260423,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_09_260423_GLEBE_WEST,https://drive.google.com/uc?id=17JZT3Ar-nBm6jiOpouCYSmr3XuVIr7t7,,,
300,GARRISTOWN,260677,NEWHAGGARD,8,10,3,0,8,6,2,0,8,6,2,0,9,9,8,0,5,5,1,0,3,4,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,GARRISTOWN,C_10_B_01_P_09,260677,NEWHAGGARD,C_10_B_01_P_09_260677,47.637,53.56956,-6.4135,260677,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_09_260677_NEWHAGGARD,https://drive.google.com/uc?id=1vRyqWZ4F4OPgxAwYAiXrNoyMkb-W5t0w,,,
301,GARRISTOWN,260689,NEWTOWN_(ED_GARRISTOWN),15,11,5,0,11,8,3,0,10,14,4,2,9,9,4,1,9,8,4,1,6,4,2,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,GARRISTOWN,C_10_B_01_P_09,260689,NEWTOWN_(ED_GARRISTOWN),C_10_B_01_P_09_260689,300.498,53.55934,-6.41156,260689,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_09_260689_NEWTOWN_(ED_GARRISTOWN),https://drive.google.com/uc?id=1F_mlG3MYa_tdHJ6lbITiAXN6LsBYrWcS,,,
302,GARRISTOWN,260727,PLUCKHIMIN,31,34,12,0,49,40,22,1,43,41,20,0,28,31,12,0,29,35,13,1,29,34,14,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,GARRISTOWN,C_10_B_01_P_09,260727,PLUCKHIMIN,C_10_B_01_P_09_260727,53.671,53.57246,-6.40154,260727,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_09_260727_PLUCKHIMIN,https://drive.google.com/uc?id=16j_3zwPOajWoDWXAMCd5LzFNVwomcBce,,,
303,GARRISTOWN,260880,TOBEEN,89,75,28,0,30,29,15,0,15,11,8,0,28,18,13,0,19,14,9,0,17,9,10,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,GARRISTOWN,C_10_B_01_P_09,260880,TOBEEN,C_10_B_01_P_09_260880,94.551,53.57011,-6.33459,260880,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_09_260880_TOBEEN,https://drive.google.com/uc?id=1Xqm6r3Ww8XyLpgnImCG3Az95gRtF7r5M,,,
304,GARRISTOWN,260883,TOBERGREGAN,103,90,34,0,77,74,26,2,61,52,25,0,43,42,21,0,33,32,18,0,36,35,16,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,GARRISTOWN,C_10_B_01_P_09,260883,TOBERGREGAN,C_10_B_01_P_09_260883,253.382,53.5512,-6.38682,260883,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_09_260883_TOBERGREGAN,https://drive.google.com/uc?id=1Sh-WKx_4X4Wd5pkaXn9caUZLFBy0kbyi,,,
308,GRALLAGH,260436,GRALLAGH,74,75,27,1,57,57,24,2,49,56,22,0,35,50,17,1,32,33,17,0,35,29,15,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,GRALLAGH,C_10_B_01_P_10,260436,GRALLAGH,C_10_B_01_P_10_260436,320.44,53.55447,-6.32547,260436,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_10_260436_GRALLAGH,https://drive.google.com/uc?id=1OKV7NogripTNNIDT_yn_19gPmRkjPfCE,,,
309,HOLLYWOOD,260110,BALRICKARD,23,18,4,0,15,17,4,0,14,17,4,0,15,15,4,0,10,8,4,0,12,13,4,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,260110,BALRICKARD,C_10_B_01_P_11_260110,84.848,53.57374,-6.22563,260110,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260110_BALRICKARD,https://drive.google.com/uc?id=17tuNvD1TkL7Q9OkrcOOADK7tKT4OZJpc,,,
311,HOLLYWOOD,260137,BELGEE,40,40,14,2,24,24,8,1,22,21,8,1,13,14,6,1,19,14,6,0,20,20,7,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,260137,BELGEE,C_10_B_01_P_11_260137,52.968,53.57265,-6.23757,260137,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260137_BELGEE,https://drive.google.com/uc?id=15WhILn0KNGz581oO4FqdjZDswJ8Yo0B1,,,
312,HOLLYWOOD,260182,BROWNSTOWN,9,10,3,0,14,13,4,0,10,8,3,0,5,6,2,0,2,6,2,0,2,4,1,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,260182,BROWNSTOWN,C_10_B_01_P_11_260182,75.857,53.54426,-6.2855,260182,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260182_BROWNSTOWN,https://drive.google.com/uc?id=1Ja-8hgK1NgjKHYdiFcHwcxmilg_AUIUJ,,,
313,HOLLYWOOD,260320,CURRAGH_EAST,18,21,7,1,13,11,3,1,5,9,2,0,4,8,2,0,4,2,1,0,4,4,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,260320,CURRAGH_EAST,C_10_B_01_P_11_260320,45.123,53.58212,-6.24373,260320,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260320_CURRAGH_EAST,https://drive.google.com/uc?id=1BQ5tLhMlONDOKX-UW3fsyrpwQlwoIG5z,,,
314,HOLLYWOOD,260321,CURRAGH_WEST,28,23,9,0,20,21,7,1,10,9,5,0,16,9,4,1,11,6,4,0,11,7,3,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,260321,CURRAGH_WEST,C_10_B_01_P_11_260321,157.898,53.5707,-6.31379,260321,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260321_CURRAGH_WEST,https://drive.google.com/uc?id=1Nxsj5il80nyyCxqCNR4aokjbkhSks3Ml,,,
315,HOLLYWOOD,260325,DAMASTOWN,78,53,17,1,74,54,18,1,49,32,15,2,51,35,15,0,48,36,14,0,35,33,13,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,260325,DAMASTOWN,C_10_B_01_P_11_260325,374.452,53.55488,-6.28545,260325,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260325_DAMASTOWN,https://drive.google.com/uc?id=1VVut6TjeimImgikIbQebY0QX2KKu-njJ,,,
316,HOLLYWOOD,260470,HOLLYWOOD_GREAT,28,21,6,0,22,21,7,0,16,12,6,0,7,13,4,2,8,8,2,0,4,9,2,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,260470,HOLLYWOOD_GREAT,C_10_B_01_P_11_260470,140.056,53.55839,-6.25994,260470,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260470_HOLLYWOOD_GREAT,https://drive.google.com/uc?id=1iWfvqUB_3_n2AbeDECchLrJiVEMCl44t,,,
317,HOLLYWOOD,260471,HOLLYWOOD_LITTLE,14,18,6,0,13,10,3,0,11,8,2,0,7,6,2,0,10,10,3,0,7,8,2,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,260471,HOLLYWOOD_LITTLE,C_10_B_01_P_11_260471,82.299,53.54961,-6.26718,260471,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260471_HOLLYWOOD_LITTLE,https://drive.google.com/uc?id=13yx39YPQICtfA3YNz-7lENFvRgmB_8pt,,,
318,HOLLYWOOD,260562,KINOUD,4,10,2,0,1,3,1,0,2,2,1,0,5,3,1,0,5,3,1,0,5,4,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,260562,KINOUD,C_10_B_01_P_11_260562,84.231,53.54771,-6.25633,260562,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260562_KINOUD,https://drive.google.com/uc?id=1kJxXQ3MgTn3omMmnkrfzMi0MiBNcG3Ln,,,
319,HOLLYWOOD,260565,KITCHENSTOWN,34,28,7,0,29,24,7,0,31,23,7,0,23,17,7,0,21,17,7,0,19,12,7,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,260565,KITCHENSTOWN,C_10_B_01_P_11_260565,79.375,53.57897,-6.25589,260565,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260565_KITCHENSTOWN,https://drive.google.com/uc?id=183pkC30P9h_qmP4ef6UZGgvxfYFIo1Gi,,,
320,HOLLYWOOD,260569,KNOCKBRACK,63,58,24,0,53,52,19,2,32,27,10,2,28,24,12,1,21,17,9,0,26,17,8,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,260569,KNOCKBRACK,C_10_B_01_P_11_260569,123.04,53.57402,-6.24728,260569,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260569_KNOCKBRACK,https://drive.google.com/uc?id=1brmr4w1KH3xxLlN4X3uMbj8wf6slMou7,,,
321,HOLLYWOOD,260617,MALLAHOW,79,83,24,0,56,48,17,3,40,36,15,1,23,28,10,1,22,27,7,0,11,27,6,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,260617,MALLAHOW,C_10_B_01_P_11_260617,243.329,53.55863,-6.30552,260617,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260617_MALLAHOW,https://drive.google.com/uc?id=1QZc_ozvG7EYHQXOyWRybs27-1nYTDjkK,,,
322,HOLLYWOOD,260777,RING_COMMONS_(1ST_DIVISION),17,12,7,0,20,15,7,1,11,8,4,0,9,6,3,0,6,4,2,1,2,2,1,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,260777,RING_COMMONS_(1ST_DIVISION),C_10_B_01_P_11_260777,11.552,53.58211,-6.23636,260777,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260777_RING_COMMONS_(1ST_DIVISION),https://drive.google.com/uc?id=1qvUdGqRJlLLTumhC-AGTfyKYV_81wm-U,,,
323,HOLLYWOOD,260778,RING_COMMONS_(2ND_DIVISION),44,50,18,0,48,53,20,0,38,43,16,0,33,37,12,0,24,22,11,0,10,11,9,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,HOLLYWOOD,C_10_B_01_P_11,260778,RING_COMMONS_(2ND_DIVISION),C_10_B_01_P_11_260778,3.402,53.57931,-6.2301,260778,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_11_260778_RING_COMMONS_(2ND_DIVISION),https://drive.google.com/uc?id=1cgVxd8cToqOF5wfk4kkvgMypT6cLHceu,,,
325,NAUL,260193,CABINHILL,58,76,24,0,35,40,15,0,27,22,13,1,20,15,11,0,23,24,9,0,21,24,10,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,260193,CABINHILL,C_10_B_01_P_15_260193,32.974,53.57348,-6.28781,260193,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260193_CABINHILL,https://drive.google.com/uc?id=11Z9be4abYklFEBu0KxDbabbTbU2CzUh-,,,
326,NAUL,260279,COOLFORES,26,18,7,0,15,18,5,1,7,11,5,1,15,14,5,0,10,4,2,0,2,2,2,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,260279,COOLFORES,C_10_B_01_P_15_260279,47.7,53.60249,-6.26586,260279,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260279_COOLFORES,https://drive.google.com/uc?id=1oi5oC_8ZOWT-MO-D_TjNvmWb3BFhRq7n,,,
327,NAUL,260343,DOOLAGH,11,4,1,0,6,5,1,0,4,1,1,0,6,3,1,0,7,6,1,0,3,1,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,260343,DOOLAGH,C_10_B_01_P_15_260343,26.726,53.60943,-6.26845,260343,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260343_DOOLAGH,https://drive.google.com/uc?id=1pVX7GrJAw2GIzmTd_54Rgfspn6qX5QK7,,,
328,NAUL,260373,FLACKETSTOWN,19,13,5,0,12,8,5,0,8,10,4,1,7,10,4,0,5,8,3,0,6,3,3,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,260373,FLACKETSTOWN,C_10_B_01_P_15_260373,45.17,53.56867,-6.29615,260373,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260373_FLACKETSTOWN,https://drive.google.com/uc?id=1ctmJQSYByYfujMDTX80Fqw016iImrUZa,,,
329,NAUL,260382,FORTYACRES,8,4,1,0,3,3,1,0,3,3,1,0,3,2,1,0,3,1,1,0,4,4,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,260382,FORTYACRES,C_10_B_01_P_15_260382,24.636,53.60541,-6.26372,260382,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260382_FORTYACRES,https://drive.google.com/uc?id=1dn_ecsLVlnifJ-5-tMTb5b4CPyAodzu4,,,
330,NAUL,260459,HAZARDSTOWN,4,6,1,0,8,5,2,0,5,0,1,0,0,0,0,1,0,0,16,0,2,2,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,260459,HAZARDSTOWN,C_10_B_01_P_15_260459,63.835,53.59129,-6.26257,260459,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260459_HAZARDSTOWN,https://drive.google.com/uc?id=1iWkkuZpR0Hnkld-kPld4cVNrhSaEjn6y,,,
331,NAUL,260485,HYNESTOWN,51,59,19,0,56,46,18,0,50,55,17,3,41,47,15,1,50,44,3,0,50,45,16,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,260485,HYNESTOWN,C_10_B_01_P_15_260485,111.399,53.58121,-6.27621,260485,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260485_HYNESTOWN,https://drive.google.com/uc?id=1YYVX8NgJt8EzxNYfWMR_tKxv8JZKuxCh,,,
332,NAUL,260585,LECKLINSTOWN,23,8,4,0,14,7,3,0,11,8,3,0,11,6,3,0,4,6,2,0,9,7,3,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,260585,LECKLINSTOWN,C_10_B_01_P_15_260585,87.112,53.57848,-6.26728,260585,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260585_LECKLINSTOWN,https://drive.google.com/uc?id=1ZjPH5TLQVl1ENVFcOjiLdOzvhqLACO8F,,,
333,NAUL,260596,LOUGHMAIN,6,7,3,0,1,2,1,1,1,4,2,0,5,10,2,0,5,3,0,0,2,2,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,260596,LOUGHMAIN,C_10_B_01_P_15_260596,48.873,53.56877,-6.28357,260596,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260596_LOUGHMAIN,https://drive.google.com/uc?id=1KdSux7oUBAkl-XJWF0_Jpmhi7-D7ZSdt,,,
334,NAUL,260665,NAUL,7,13,4,0,15,13,5,2,20,19,8,3,0,0,0,0,0,0,0,0,22,11,6,1,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,260665,NAUL,C_10_B_01_P_15_260665,118.878,53.58864,-6.28002,260665,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260665_NAUL,https://drive.google.com/uc?id=15pVW03mukzLQ_wf7ymJGPsKVWfxR1fHT,,,
335,NAUL,260754,RATH_GREAT,12,10,4,0,16,26,7,0,17,24,7,0,8,16,5,1,8,10,4,0,14,8,4,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,260754,RATH_GREAT,C_10_B_01_P_15_260754,78.485,53.56687,-6.27038,260754,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260754_RATH_GREAT,https://drive.google.com/uc?id=1SK6g8dlmGXt2aAfdr_Wsfcf3u_0-E3dT,,,
336,NAUL,260755,RATH_LITTLE,16,9,4,0,13,9,4,0,3,2,1,2,3,2,1,0,3,5,1,0,2,8,1,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,260755,RATH_LITTLE,C_10_B_01_P_15_260755,56.784,53.57254,-6.27225,260755,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260755_RATH_LITTLE,https://drive.google.com/uc?id=1WAx_gdnpDs6WW3M19Tgf3vmYoIpOOP_T,,,
337,NAUL,260773,REYNOLDSTOWN,11,13,4,0,8,17,4,0,8,10,2,2,6,6,2,1,4,5,2,1,1,4,1,2,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,260773,REYNOLDSTOWN,C_10_B_01_P_15_260773,51.571,53.59614,-6.2681,260773,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260773_REYNOLDSTOWN,https://drive.google.com/uc?id=1D0WxL7EfHALrvQMzSdlv6TRqEzOacxf1,,,
338,NAUL,260917,WESTOWN,22,23,7,1,23,18,7,0,21,12,6,5,15,14,8,1,26,23,10,0,16,20,6,3,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,260917,WESTOWN,C_10_B_01_P_15_260917,246.502,53.5798,-6.29937,260917,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260917_WESTOWN,https://drive.google.com/uc?id=1UACbpJ29vFGcZKEi970oMnpJk3sAMYPs,,,
339,NAUL,260934,WINNINGS,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DUBLIN,C_10,BALROTHERY,C_10_B_01,NAUL,C_10_B_01_P_15,260934,WINNINGS,C_10_B_01_P_15_260934,24.213,53.59789,-6.25931,260934,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_01_P_15_260934_WINNINGS,https://drive.google.com/uc?id=1KGSc4nOmza3DLMj4JniwQIGXMyHy1Y4p,,,
