SR,CODE,TOWNLAND,COUNTY,COUNTY_ID,BARONY,BARONY_ID,PARISH,PARISH_ID,1841_MALE,1841_FEMALE,1841_TOTAL_POPULATIONS,1841_INHABITED,1841_UNINHABITED,1841_TOTAL_HOUSES,1851_MALE,1851_FEMALE,1851_TOTAL_POPULATIONS,1851_INHABITED,1851_UNINHABITED,1851_TOTAL_HOUSES,1861_MALE,1861_FEMALE,1861_TOTAL_POPULATIONS,1861_INHABITED,1861_UNINHABITED,1861_TOTAL_HOUSES,1871_MALE,1871_FEMALE,1871_TOTAL_POPULATIONS,1871_INHABITED,1871_UNINHABITED,1871_TOTAL_HOUSES,1881_MALE,1881_FEMALE,1881_TOTAL_POPULATIONS,1881_INHABITED,1881_UNINHABITED,1881_TOTAL_HOUSES,1891_MALE,1891_FEMALE,1891_TOTAL_POPULATIONS,1891_INHABITED,1891_UNINHABITED,1891_TOTAL_HOUSES,MODERN_NAME,TOWNLAND_ID,OS_HECTARES,CENTRE_LAT,CENTRE_LNG,VRTI,Google_Drive_Link,Histogram_of_Male_and_Female,Male_to_Female_Ratio,Population_changes
1229,260232,CLONBURRIS_GREAT,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,13,10,23,4,0,4,27,18,45,7,0,7,14,12,26,4,0,4,13,13,26,4,0,4,12,10,22,3,1,4,4,6,10,4,0,4,CLONBURRIS_GREAT,C_10_B_05_P_03_260232,88.818,53.32655,-6.4082,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260232_CLONBURRIS_GREAT,https://drive.google.com/uc?id=1xMTrICx5SVAC2YMzZl2vgmqZxgjtgq6y,,,
1230,260233,CLONBURRIS_LITTLE,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,4,5,9,1,1,2,6,11,17,2,0,2,4,7,11,2,0,2,7,5,12,2,0,2,3,3,6,2,0,2,0,0,0,0,2,2,CLONBURRIS_LITTLE,C_10_B_05_P_03_260233,19.504,53.33165,-6.42024,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260233_CLONBURRIS_LITTLE,https://drive.google.com/uc?id=1nVXAiLKriMfpQuS0R0dE3d9srdkQZqTc,,,
1231,260234,CLONDALKIN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,145,157,302,54,0,54,141,165,306,55,3,58,87,94,181,37,2,39,149,207,356,67,8,75,149,177,326,64,9,73,138,171,309,61,3,64,CLONDALKIN,C_10_B_05_P_03_260234,197.682,53.32027,-6.39311,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260234_CLONDALKIN,https://drive.google.com/uc?id=1whp_1ONKNer5ytFbiTBcGmR2p90v7aGR,,,
1232,260243,CLUTTERLAND,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,0,0,0,0,0,0,5,4,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CLUTTERLAND,C_10_B_05_P_03_260243,4.543,53.32022,-6.45812,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260243_CLUTTERLAND,https://drive.google.com/uc?id=1xdECp0aJI30MIFPOxWcX_ZwUZIYu3qLd,,,
1233,260245,COLDCUT,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,9,12,21,6,0,6,9,13,22,5,0,5,5,6,11,3,1,4,6,3,9,3,0,3,3,6,9,3,0,3,3,5,8,1,1,2,COLDCUT,C_10_B_05_P_03_260245,44.043,53.34623,-6.38532,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260245_COLDCUT,https://drive.google.com/uc?id=1lk4Bv6ynxOUk76_-jgmb1X6ZE2xsMfHc,,,
1234,260257,COLLINSTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,17,22,39,6,0,6,19,26,45,6,0,6,14,19,33,7,0,7,14,16,30,5,0,5,18,13,31,5,0,5,22,17,39,4,1,5,COLLINSTOWN,C_10_B_05_P_03_260257,48.051,53.3405,-6.3928,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260257_COLLINSTOWN,https://drive.google.com/uc?id=1vt7gl9ITdqYwIhH9Lrr9l1K-JCA29uZe,,,
1235,260263,COMMONS,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,7,12,19,3,0,3,36,42,78,13,1,14,50,40,90,18,1,19,23,19,42,6,0,6,27,23,50,9,0,9,36,21,57,10,1,11,COMMONS,C_10_B_05_P_03_260263,20.485,53.31739,-6.40276,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260263_COMMONS,https://drive.google.com/uc?id=1jR_M8ear_CedouZ6Xg9OWiYY-8kGaKZo,,,
1236,260298,CORKAGH,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,23,19,42,5,0,5,10,7,17,3,0,3,8,7,15,3,1,4,10,11,21,4,0,4,2,4,6,1,0,1,13,14,27,4,0,4,CORKAGH,C_10_B_05_P_03_260298,34.374,53.30667,-6.41917,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260298_CORKAGH,https://drive.google.com/uc?id=1WRbYFmc0WnmEddyndEJq0HB3TDNoPLKs,,,
1237,260299,CORKAGH_DEMESNE,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,32,42,74,14,0,14,17,26,43,8,0,8,11,18,29,6,0,6,17,17,34,6,0,6,12,22,34,5,0,5,8,17,25,5,0,5,CORKAGH_DEMESNE,C_10_B_05_P_03_260299,91.733,53.31104,-6.41422,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260299_CORKAGH_DEMESNE,https://drive.google.com/uc?id=1B1r5eX5_Pf3VDrOVS8zN_ZwLZnYzmLiU,,,
1238,260335,DEANSRATH,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,18,14,32,6,0,6,21,19,40,5,0,5,22,23,45,7,0,7,15,13,28,5,0,5,10,11,21,4,0,4,8,9,17,3,1,4,DEANSRATH,C_10_B_05_P_03_260335,85.99,53.32076,-6.42038,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260335_DEANSRATH,https://drive.google.com/uc?id=1sCnFzdxAIrdFxDJZ_L9BCuhppy_y3WsV,,,
1239,260367,FAIRVIEW,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,25,15,40,8,1,9,23,26,49,8,1,9,20,11,31,4,1,5,16,10,26,5,0,5,11,10,21,4,2,6,15,9,24,4,1,5,FAIRVIEW,C_10_B_05_P_03_260367,37.523,53.31892,-6.40826,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260367_FAIRVIEW,https://drive.google.com/uc?id=1buM6-zjUsoPp0Qp6xrXrG411uOc_bDdB,,,
1240,260385,FOX-AND-GEESE,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,98,101,199,23,2,25,57,67,124,21,1,22,62,55,117,21,0,21,35,31,66,16,0,16,51,54,105,17,2,19,41,40,81,16,3,19,FOX-AND-GEESE,C_10_B_05_P_03_260385,74.697,53.32088,-6.35896,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260385_FOX-AND-GEESE,https://drive.google.com/uc?id=1DQLm0b2_dWaeb1kB15NL5FAoXaZ5P3tk,,,
1241,260386,FOX-AND-GEESE_COMMON,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,52,64,116,15,1,16,114,112,226,41,2,43,120,119,239,45,1,46,124,134,258,48,0,48,124,96,220,44,5,49,108,109,217,46,6,52,FOX-AND-GEESE_COMMON,C_10_B_05_P_03_260386,42.614,53.32446,-6.35648,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260386_FOX-AND-GEESE_COMMON,https://drive.google.com/uc?id=1uWI9oyN5wtzgd_eC1cUUU8f3d4k_xlIn,,,
1242,260402,GIBRALTAR,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GIBRALTAR,C_10_B_05_P_03_260402,9.064,53.31397,-6.40756,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260402_GIBRALTAR,https://drive.google.com/uc?id=1KvpH7QGbMg5WbaW10M3w8uwStsRFSN2l,,,
1244,260573,KNOCKMITTEN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,102,7,109,4,0,4,82,12,94,4,0,4,133,8,141,6,0,6,119,5,124,7,0,7,70,6,76,2,0,2,65,1,66,6,1,7,KNOCKMITTEN,C_10_B_05_P_03_260573,71.153,53.32356,-6.37565,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260573_KNOCKMITTEN,https://drive.google.com/uc?id=1kzuCwCYiKKl6OQ5emJpN3zfvAiKwZQ58,,,
1245,260645,MOOREENARUGGAN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,3,6,9,3,0,3,23,22,45,9,0,9,16,18,34,5,0,5,18,17,35,4,0,4,15,12,27,4,1,5,10,13,23,4,0,4,MOOREENARUGGAN,C_10_B_05_P_03_260645,8.871,53.31079,-6.3859,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260645_MOOREENARUGGAN,https://drive.google.com/uc?id=1JVGSJc9bKqx6kjSgvtJ-wGT66SJMI4XZ,,,
1246,260664,NANGOR,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,19,15,34,5,0,5,15,10,25,4,1,5,4,1,5,2,0,2,8,2,10,2,0,2,2,4,6,2,1,3,3,2,5,1,1,2,NANGOR,C_10_B_05_P_03_260664,69.155,53.32049,-6.43362,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260664_NANGOR,https://drive.google.com/uc?id=1gwsk4PhPZX0wYNAfllRLFXWxGBPuRoAv,,,
1247,260666,NEILLSTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,83,89,172,26,0,26,19,25,44,8,1,9,11,13,24,6,0,6,15,15,30,5,0,5,24,18,42,8,1,9,17,11,28,7,1,8,NEILLSTOWN,C_10_B_05_P_03_260666,59.138,53.33623,-6.40372,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260666_NEILLSTOWN,https://drive.google.com/uc?id=1NcpV8GvkrWmUZUjaiDm2wqJujCbAI41_,,,
1248,260679,NEWLANDS,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,19,18,37,6,1,7,2,7,9,2,3,5,25,28,53,9,0,9,4,6,10,2,0,2,5,3,8,1,0,1,4,3,7,2,0,2,NEWLANDS,C_10_B_05_P_03_260679,22.969,53.31324,-6.38407,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260679_NEWLANDS,https://drive.google.com/uc?id=1TyaOeiYE2zCr89qtaZxJSwOgn9vMmD5O,,,
1249,260680,NEWLANDS_DEMESNE,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,12,10,22,3,0,3,8,6,14,3,2,5,6,5,11,3,0,3,6,4,10,5,0,5,0,0,0,0,1,1,0,0,0,0,0,0,NEWLANDS_DEMESNE,C_10_B_05_P_03_260680,50.969,53.30887,-6.39327,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260680_NEWLANDS_DEMESNE,https://drive.google.com/uc?id=1jwgQXf8VYaR-nedAKaknbxPGw6Fsf5cF,,,
1250,260736,PRIEST-TOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PRIEST-TOWN,C_10_B_05_P_03_260736,26.162,53.31167,-6.42634,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260736_PRIEST-TOWN,https://drive.google.com/uc?id=1xmlACku8fpDfRjTZHAvKquFbdqw4KLWN,,,
1251,260744,RAHEEN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,17,27,44,6,0,6,16,12,28,5,0,5,16,7,23,3,0,3,10,4,14,2,0,2,8,4,12,2,0,2,8,4,12,3,0,3,RAHEEN,C_10_B_05_P_03_260744,21.298,53.33634,-6.39188,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260744_RAHEEN,https://drive.google.com/uc?id=1-z5i9-EUGg7WAzDd5M7avFJRhUylg4GA,,,
1252,260767,REDCOW,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,69,64,133,29,1,30,87,80,167,31,0,31,65,49,114,21,0,21,48,48,96,19,2,21,40,45,85,19,0,19,50,52,102,20,4,24,REDCOW,C_10_B_05_P_03_260767,57.549,53.31889,-6.3698,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260767_REDCOW,https://drive.google.com/uc?id=16P-UxHRIudK_fuewSH_aDcc0_pE9fJ9Q,,,
1253,260793,RONANSTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,5,7,12,2,1,3,20,14,34,6,0,6,18,17,35,6,0,6,8,8,16,4,0,4,7,7,14,3,0,3,21,14,35,7,1,8,RONANSTOWN,C_10_B_05_P_03_260793,36.802,53.34305,-6.40355,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260793_RONANSTOWN,https://drive.google.com/uc?id=1x28hKK3odG44Mv9bFK3Sdn4XgFktModH,,,
1254,260949,YELLOWMEADOWS,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CLONDALKIN,C_10_B_05_P_03,1,2,3,1,0,1,1,4,5,1,1,2,8,12,20,4,0,4,6,7,13,2,0,2,6,7,13,2,0,2,2,4,6,2,1,3,YELLOWMEADOWS,C_10_B_05_P_03_260949,26.887,53.32755,-6.38273,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_03_260949_YELLOWMEADOWS,https://drive.google.com/uc?id=1gMOXN2jVtWuNGsGegG0Rr-eDx2dVADxR,,,
1257,260314,CRUAGH,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CRUAGH,C_10_B_05_P_04,93,74,167,21,4,25,99,81,180,24,0,24,82,72,154,23,0,23,41,32,73,12,0,12,58,59,117,21,2,23,53,51,104,19,1,20,CRUAGH,C_10_B_05_P_04_260314,391.784,53.2416,-6.30241,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_04_260314_CRUAGH,https://drive.google.com/uc?id=1dikhMYRLSnba0GRiJSNY6DCgiKQN7J1s,,,
1258,260430,GLENDOO,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CRUAGH,C_10_B_05_P_04,6,4,10,1,0,1,6,3,9,1,0,1,0,0,0,0,1,1,4,2,6,1,0,1,3,3,6,1,0,1,4,3,7,1,0,1,GLENDOO,C_10_B_05_P_04_260430,376.648,53.22433,-6.28013,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_04_260430_GLENDOO,https://drive.google.com/uc?id=1PO_dR-UenccMsNDdJDYKp3bnew5QfVmw,,,
1259,260524,KILLAKEE,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CRUAGH,C_10_B_05_P_04,56,74,130,20,0,20,45,42,87,16,0,16,3,2,5,2,0,2,5,3,8,2,0,2,1,1,2,1,0,1,1,1,2,1,0,1,KILLAKEE,C_10_B_05_P_04_260524,268.003,53.24394,-6.31744,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_04_260524_KILLAKEE,https://drive.google.com/uc?id=1lhZd3HbaPKo-EaNXMMmdVb_Kdn7VULEe,,,
1261,260686,NEWTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CRUAGH,C_10_B_05_P_04,111,132,243,43,8,51,123,126,249,50,2,52,127,136,263,50,5,55,106,103,209,43,0,43,78,69,147,29,4,33,73,69,142,33,6,39,NEWTOWN,C_10_B_05_P_04_260686,183.266,53.26863,-6.30409,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_04_260686_NEWTOWN,https://drive.google.com/uc?id=1DGBe4VLtQXJovYvQ1vpEPHvJ7cuoFGQv,,,
1262,260711,ORLAGH,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CRUAGH,C_10_B_05_P_04,9,11,20,3,0,3,7,8,15,2,0,2,3,1,4,1,2,3,1,0,1,1,2,3,21,2,23,2,0,2,26,3,29,2,0,2,ORLAGH,C_10_B_05_P_04_260711,17.479,53.26208,-6.32841,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_04_260711_ORLAGH,https://drive.google.com/uc?id=1zOnapw7BR0VNZjEUJKgw2FytdCaNkyKD,,,
1263,260876,TIBRADDEN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CRUAGH,C_10_B_05_P_04,121,122,243,45,2,47,77,69,146,23,2,25,67,50,117,19,4,23,46,43,89,17,0,17,43,32,75,13,2,15,42,31,73,13,4,17,TIBRADDEN,C_10_B_05_P_04_260876,341.862,53.24442,-6.28355,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_04_260876_TIBRADDEN,https://drive.google.com/uc?id=1iknDVfY3UstuaQonmR-krRLYHRY5MXng,,,
1264,260942,WOODTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CRUAGH,C_10_B_05_P_04,81,85,166,21,0,21,37,45,82,13,2,15,41,49,90,18,0,18,23,31,54,10,0,10,17,41,58,11,4,15,24,31,55,9,2,11,WOODTOWN,C_10_B_05_P_04_260942,201.554,53.26561,-6.31791,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_04_260942_WOODTOWN,https://drive.google.com/uc?id=1_F5sjhJZJPC-XlVIntBsMVTFAWU1ys0J,,,
1267,260266,COMMONS,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CRUMLIN,C_10_B_05_P_05,81,80,161,29,0,29,57,59,116,21,0,21,44,44,88,17,0,17,45,48,93,19,0,19,44,48,92,21,1,22,49,52,101,20,4,24,COMMONS,C_10_B_05_P_05_260266,8.433,53.31579,-6.32065,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_05_260266_COMMONS,https://drive.google.com/uc?id=1jR_M8ear_CedouZ6Xg9OWiYY-8kGaKZo,,,
1268,260316,CRUMLIN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CRUMLIN,C_10_B_05_P_05,192,180,372,64,3,67,165,190,355,55,20,75,99,120,219,49,3,52,102,100,202,36,4,40,135,140,275,53,7,60,103,105,208,36,2,38,CRUMLIN,C_10_B_05_P_05_260316,41.884,53.31415,-6.31995,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_05_260316_CRUMLIN,https://drive.google.com/uc?id=1vm1YtuUanFgZ746SPm5TXXBcqmf_Ywa6,,,
1269,260447,GREENHILLS,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CRUMLIN,C_10_B_05_P_05,6,4,10,2,1,3,14,13,27,6,1,7,22,13,35,7,0,7,21,10,31,6,0,6,13,6,19,5,0,5,7,5,12,3,2,5,GREENHILLS,C_10_B_05_P_05_260447,75.905,53.31276,-6.33585,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_05_260447_GREENHILLS,https://drive.google.com/uc?id=14XLmVxFw5lcETEOTRLlu4j_3m2RB3K2o,,,
1270,260555,KIMMAGE_(UPPERCROSS_BY),DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CRUMLIN,C_10_B_05_P_05,13,10,23,5,1,6,19,17,36,7,1,8,29,29,58,10,2,12,30,40,70,13,0,13,76,73,149,30,4,34,21,16,37,7,0,7,KIMMAGE_(UPPERCROSS_BY),C_10_B_05_P_05_260555,9.484,53.31175,-6.30603,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_05_260555_KIMMAGE_(UPPERCROSS_BY),https://drive.google.com/uc?id=1xvL96y1zvyh-PfsswLg_yVBEEMWcgPiA,,,
1272,260586,LIMEKILNFARM,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CRUMLIN,C_10_B_05_P_05,3,3,6,1,2,3,4,1,5,1,0,1,6,3,9,2,0,2,7,7,14,2,1,3,18,18,36,6,1,7,9,7,16,4,1,5,LIMEKILNFARM,C_10_B_05_P_05_260586,41.575,53.30663,-6.33289,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_05_260586_LIMEKILNFARM,https://drive.google.com/uc?id=1hQlYfVegzyBzZp1jhC_BIgWanlx77-po,,,
1273,260722,PERRYSTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CRUMLIN,C_10_B_05_P_05,11,11,22,6,0,6,9,8,17,7,1,8,11,11,22,5,2,7,10,2,12,2,2,4,3,3,6,2,1,3,11,4,15,3,0,3,PERRYSTOWN,C_10_B_05_P_05_260722,36.303,53.30965,-6.31408,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_05_260722_PERRYSTOWN,https://drive.google.com/uc?id=1lK3iMX92qxOhMm-f4H2T4mgJ-FSir1-a,,,
1274,260790,ROEBUCK,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CRUMLIN,C_10_B_05_P_05,3,5,8,1,0,1,2,4,6,1,0,1,5,2,7,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,ROEBUCK,C_10_B_05_P_05_260790,14.176,53.31193,-6.31896,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_05_260790_ROEBUCK,https://drive.google.com/uc?id=1fNPbOVDS35KkcDYBjcn3B5GCVS81iJWp,,,
1277,260922,WHITEHALL,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CRUMLIN,C_10_B_05_P_05,28,31,59,10,0,10,38,30,68,12,1,13,28,23,51,9,0,9,28,20,48,9,4,13,3,3,6,2,1,3,16,15,31,5,0,5,WHITEHALL,C_10_B_05_P_05_260922,51.527,53.30836,-6.32453,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_05_260922_WHITEHALL,https://drive.google.com/uc?id=1uKGfRDOCoXke2fV7L2YMZcDqatEvYHvD,,,
1278,260928,WILKINSTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,CRUMLIN,C_10_B_05_P_05,36,23,59,10,2,12,22,22,44,11,0,11,35,29,64,11,0,11,25,26,51,7,0,7,34,29,63,10,1,11,25,28,53,9,0,9,WILKINSTOWN,C_10_B_05_P_05_260928,4.575,53.31767,-6.34003,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_05_260928_WILKINSTOWN,https://drive.google.com/uc?id=1kG5iUEn2JvjibdIzZKqRh1r3bRCVnIsM,,,
1285,260152,BLUEBELL,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,DRIMNAGH,C_10_B_05_P_06,76,71,147,26,4,30,90,112,202,40,7,47,110,117,227,49,5,54,93,112,205,48,4,52,107,112,219,48,6,54,147,124,271,51,6,57,BLUEBELL,C_10_B_05_P_06_260152,44.964,53.32827,-6.3527,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_06_260152_BLUEBELL,https://drive.google.com/uc?id=1hvxh1MpQKlW3BnhJXln_JBBtf4LjrTZd,,,
1286,260345,DRIMNAGH,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,DRIMNAGH,C_10_B_05_P_06,68,82,150,18,2,20,37,47,84,19,3,22,43,46,89,21,3,24,38,47,85,17,3,20,47,53,100,19,5,24,46,66,112,22,4,26,DRIMNAGH,C_10_B_05_P_06_260345,6.849,53.32407,-6.34734,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_06_260345_DRIMNAGH,https://drive.google.com/uc?id=1nTDqvO45rwyMLNp59px3UHgsrY-62XZu,,,
1287,260496,JAMESTOWN,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,DRIMNAGH,C_10_B_05_P_06,14,13,27,5,0,5,12,13,25,6,0,6,13,12,25,4,0,4,10,18,28,4,0,4,10,12,22,5,0,5,19,14,33,5,0,5,JAMESTOWN,C_10_B_05_P_06_260496,26.711,53.2508,-6.31235,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_06_260496_JAMESTOWN,https://drive.google.com/uc?id=1znGdVIrq94XGv3jUPlsPmxuuAXCmSOHb,,,
1288,260780,ROBINHOOD,DUBLIN,C_10,NEWCASTLE_AND_UPPERCROSS,C_10_B_05,DRIMNAGH,C_10_B_05_P_06,9,12,21,2,0,2,9,6,15,1,1,2,9,5,14,1,0,1,8,6,14,1,0,1,7,6,13,2,0,2,4,4,8,1,0,1,ROBINHOOD,C_10_B_05_P_06_260780,31.213,53.31953,-6.34567,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_05_P_06_260780_ROBINHOOD,https://drive.google.com/uc?id=1VLjj0Rs9Og1-rcq_0Wod-9xewKT4ILMu,,,
