SR,CODE,TOWNLAND,COUNTY,COUNTY_ID,BARONY,BARONY_ID,PARISH,PARISH_ID,1841_MALE,1841_FEMALE,1841_TOTAL_POPULATIONS,1841_INHABITED,1841_UNINHABITED,1841_TOTAL_HOUSES,1851_MALE,1851_FEMALE,1851_TOTAL_POPULATIONS,1851_INHABITED,1851_UNINHABITED,1851_TOTAL_HOUSES,1861_MALE,1861_FEMALE,1861_TOTAL_POPULATIONS,1861_INHABITED,1861_UNINHABITED,1861_TOTAL_HOUSES,1871_MALE,1871_FEMALE,1871_TOTAL_POPULATIONS,1871_INHABITED,1871_UNINHABITED,1871_TOTAL_HOUSES,1881_MALE,1881_FEMALE,1881_TOTAL_POPULATIONS,1881_INHABITED,1881_UNINHABITED,1881_TOTAL_HOUSES,1891_MALE,1891_FEMALE,1891_TOTAL_POPULATIONS,1891_INHABITED,1891_UNINHABITED,1891_TOTAL_HOUSES,MODERN_NAME,TOWNLAND_ID,OS_HECTARES,CENTRE_LAT,CENTRE_LNG,VRTI,Google_Drive_Link,Histogram_of_Male_and_Female,Male_to_Female_Ratio,Population_changes
802,260733,PORTRAINE,DUBLIN,C_10,NETHERCROSS,C_10_B_04,PORTRAINE,C_10_B_04_P_03,40,50,90,10,0,10,19,12,31,4,0,4,18,11,29,4,0,4,18,14,32,5,0,5,20,15,35,5,0,5,23,15,38,5,0,5,PORTRAINE,C_10_B_04_P_03_260733,44.89,53.49563,-6.11991,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_03_260733_PORTRAINE,https://drive.google.com/uc?id=1mPLmgL7pz3mPOpV96VxnITGTczIq8R-D,,,
804,260742,QUAY,DUBLIN,C_10,NETHERCROSS,C_10_B_04,PORTRAINE,C_10_B_04_P_03,13,10,23,4,0,4,16,26,42,6,2,8,14,23,37,6,1,7,7,13,20,3,0,3,7,8,15,3,0,3,8,5,13,3,2,5,QUAY,C_10_B_04_P_03_260742,27.189,53.49003,-6.10067,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_03_260742_QUAY,https://drive.google.com/uc?id=1SVCrFddtQRKZNjX1-UqH2sMF4fStZ60h,,,
805,260747,RAHILLION,DUBLIN,C_10,NETHERCROSS,C_10_B_04,PORTRAINE,C_10_B_04_P_03,12,9,21,2,0,2,19,8,27,2,1,3,12,12,24,3,0,3,7,7,14,2,0,2,5,6,11,2,0,2,4,1,5,2,1,3,RAHILLION,C_10_B_04_P_03_260747,52.083,53.49617,-6.13247,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_03_260747_RAHILLION,https://drive.google.com/uc?id=1A8PRvQVjI8KDpgLVvO__M7OCiqgtT_xU,,,
809,260042,BALDURGAN,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,22,15,37,5,0,5,21,13,34,5,0,5,17,10,27,4,0,4,11,9,20,2,0,2,12,7,19,2,0,2,8,7,15,2,0,2,BALDURGAN,C_10_B_04_P_02_260042,98.001,53.50749,-6.24914,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260042_BALDURGAN,https://drive.google.com/uc?id=1boC7qTcgOcM05bHS2UyW0iFnZzsRuOXZ,,,
810,260048,BALHEARY,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,59,64,123,21,3,24,65,57,122,20,2,22,59,46,105,16,0,16,43,35,78,13,0,13,30,25,55,12,0,12,31,30,61,13,1,14,BALHEARY,C_10_B_04_P_02_260048,163.713,53.48342,-6.23643,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260048_BALHEARY,https://drive.google.com/uc?id=1As1GdlWEmhWo5ahGrz_fQ95rhQKGUcz_,,,
811,260049,BALHEARY_DEMESNE,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,12,9,21,5,2,7,24,19,43,11,2,13,15,12,27,5,0,5,7,10,17,4,0,4,6,11,17,3,3,6,9,9,18,3,2,5,BALHEARY_DEMESNE,C_10_B_04_P_02_260049,77.634,53.47212,-6.21737,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260049_BALHEARY_DEMESNE,https://drive.google.com/uc?id=1XOLsb-PYzxjgVisimGPzx2icXP4K2iCS,,,
812,260086,BALLYMADROUGH,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,54,43,97,19,3,22,39,24,63,12,4,16,20,17,37,10,4,14,21,23,44,10,0,10,13,28,41,7,0,7,9,7,16,4,2,6,BALLYMADROUGH,C_10_B_04_P_02_260086,221.407,53.47356,-6.18663,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260086_BALLYMADROUGH,https://drive.google.com/uc?id=1I70SkPvJ0bkbQY-hC4p4XEQpyQnw-s7C,,,
813,260125,BARRYSPARKS,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,BARRYSPARKS,C_10_B_04_P_02_260125,55.63,53.44958,-6.21094,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260125_BARRYSPARKS,https://drive.google.com/uc?id=1zkQJTED3QTMujgiLzxrBLr2S7SYt5xSc,,,
814,260141,BELINSTOWN,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,28,21,49,4,0,4,16,14,30,4,1,5,19,17,36,6,0,6,13,12,25,7,0,7,10,15,25,5,0,5,8,7,15,3,2,5,BELINSTOWN,C_10_B_04_P_02_260141,193.243,53.49127,-6.21271,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260141_BELINSTOWN,https://drive.google.com/uc?id=1wQreGvk0hyOd_ZVYU8uNswb1HzQs3Y8u,,,
815,260162,BRACKENSTOWN,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,33,39,72,10,0,10,30,25,55,9,1,10,22,23,45,9,0,9,24,23,47,9,0,9,20,21,41,6,3,9,16,13,29,7,3,10,BRACKENSTOWN,C_10_B_04_P_02_260162,89.727,53.45377,-6.25678,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260162_BRACKENSTOWN,https://drive.google.com/uc?id=1k09QDRTttlQLrnpLPHxEubX4NpFVnTju,,,
816,260170,BROADMEADOW,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,13,9,22,2,0,2,12,12,24,2,0,2,7,10,17,2,0,2,8,8,16,2,0,2,7,9,16,2,0,2,7,5,12,2,0,2,BROADMEADOW,C_10_B_04_P_02_260170,84.992,53.4754,-6.23847,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260170_BROADMEADOW,https://drive.google.com/uc?id=11EHUvWX7pu_fJ2C6lrMHI9W1n6Eefkwl,,,
817,260181,BROWNSTOWN,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,18,18,36,5,0,5,7,9,16,3,0,3,4,1,5,1,0,1,2,1,3,1,0,1,3,2,5,1,0,1,5,3,8,1,0,1,BROWNSTOWN,C_10_B_04_P_02_260181,99.765,53.49979,-6.23872,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260181_BROWNSTOWN,https://drive.google.com/uc?id=1Ja-8hgK1NgjKHYdiFcHwcxmilg_AUIUJ,,,
818,260212,CASTLEFARM,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,14,11,25,4,0,4,10,8,18,3,0,3,11,9,20,3,0,3,11,8,19,3,0,3,9,3,12,2,0,2,5,4,9,2,0,2,CASTLEFARM,C_10_B_04_P_02_260212,14.516,53.46565,-6.22442,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260212_CASTLEFARM,https://drive.google.com/uc?id=1ZWfSaBxFrDI2zin2e0ssh4ZGWkx8zV6B,,,
819,260267,COMMONS_EAST,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,64,55,119,27,1,28,42,35,77,18,0,18,28,23,51,13,0,13,33,23,56,12,0,12,10,11,21,7,0,7,6,7,13,5,1,6,COMMONS_EAST,C_10_B_04_P_02_260267,5.504,53.45152,-6.21093,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260267_COMMONS_EAST,https://drive.google.com/uc?id=1Nkvftl-s8NDJ3M2Oc7pUL5Fci841hZ0_,,,
820,260272,COMMONS_WEST,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,118,120,238,57,1,58,97,106,203,47,3,50,61,63,124,29,0,29,59,52,111,29,0,29,66,66,132,31,0,31,57,54,111,27,5,32,COMMONS_WEST,C_10_B_04_P_02_260272,19.31,53.46164,-6.22937,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260272_COMMONS_WEST,https://drive.google.com/uc?id=1dRPMtZKQEHUH63wQ4ZWJ36SOnoUJssAC,,,
821,260274,COOKSTOWN,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,6,3,9,2,1,3,5,6,11,3,0,3,2,4,6,2,0,2,4,6,10,3,0,3,3,3,6,1,0,1,3,2,5,1,0,1,COOKSTOWN,C_10_B_04_P_02_260274,68.144,53.50008,-6.25558,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260274_COOKSTOWN,https://drive.google.com/uc?id=1s3frewoJjBMhEiXN6I1S7EpBX9RrLIVk,,,
822,260309,CREMONA,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,1,3,4,1,0,1,3,1,4,1,0,1,7,12,19,2,0,2,2,5,7,2,0,2,6,7,13,1,1,2,6,5,11,2,0,2,CREMONA,C_10_B_04_P_02_260309,5.643,53.45022,-6.22816,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260309_CREMONA,https://drive.google.com/uc?id=1Ett9uR7_K_GwyhvmmoQ0CrvKG83JFIu1,,,
823,260313,CROWSCASTLE,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,6,5,11,2,0,2,3,3,6,2,0,2,1,1,2,1,0,1,2,2,4,1,0,1,6,2,8,1,0,1,2,3,5,1,0,1,CROWSCASTLE,C_10_B_04_P_02_260313,42.893,53.44725,-6.21868,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260313_CROWSCASTLE,https://drive.google.com/uc?id=1iLlDurbgKZPOuLqQAJ3YgNsdrJbp2DaQ,,,
824,260332,DEANESTOWN_(ED_SWORDS-LISSENHALL),DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,8,4,12,1,0,1,2,1,3,1,0,1,0,0,0,0,0,0,3,1,4,1,1,2,4,3,7,2,0,2,5,3,8,2,0,2,DEANESTOWN_(ED_SWORDS-LISSENHALL),C_10_B_04_P_02_260332,90.271,53.50098,-6.22191,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260332_DEANESTOWN_(ED_SWORDS-LISSENHALL),https://drive.google.com/uc?id=19Ssgn3OZQJShNKc2xV59TmxKVkmGTo_G,,,
825,260341,DOLLARDS,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,7,5,12,1,0,1,7,4,11,1,0,1,6,3,9,1,0,1,13,8,21,3,0,3,7,4,11,1,0,1,2,1,3,1,0,1,DOLLARDS,C_10_B_04_P_02_260341,25.125,53.49026,-6.24564,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260341_DOLLARDS,https://drive.google.com/uc?id=1_gSjbB3LDHj5mhsqGXULJl98c9vcRE_b,,,
826,260378,FORESTFIELDS,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,0,0,0,0,0,0,12,7,19,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FORESTFIELDS,C_10_B_04_P_02_260378,37.7,53.45062,-6.23438,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260378_FORESTFIELDS,https://drive.google.com/uc?id=12UBEwWEWz5FXv6kwY-4-FaR4SiQS0kR7,,,
827,260379,FORREST_GREAT,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,58,49,107,18,0,18,71,68,139,26,0,26,67,50,117,17,0,17,46,36,82,19,0,19,43,31,74,16,0,16,32,29,61,13,1,14,FORREST_GREAT,C_10_B_04_P_02_260379,212.55,53.44151,-6.25921,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260379_FORREST_GREAT,https://drive.google.com/uc?id=1QGWsB6gTrPHdHvWvzLOcTjWGpb2yuIBS,,,
828,260380,FORREST_LITTLE,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,44,52,96,19,0,19,32,29,61,13,0,13,29,39,68,17,0,17,33,31,64,13,0,13,23,20,43,10,0,10,20,25,45,11,2,13,FORREST_LITTLE,C_10_B_04_P_02_260380,103.184,53.4374,-6.2451,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260380_FORREST_LITTLE,https://drive.google.com/uc?id=1fomq0wbyTaNf1rS3_xVBuTZ_mMh15vq5,,,
829,260383,FOSTERSTOWN_NORTH,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,18,12,30,5,0,5,10,9,19,4,0,4,16,20,36,7,0,7,7,9,16,5,0,5,7,12,19,6,0,6,11,11,22,5,0,5,FOSTERSTOWN_NORTH,C_10_B_04_P_02_260383,43.678,53.44616,-6.23331,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260383_FOSTERSTOWN_NORTH,https://drive.google.com/uc?id=12wPrIZkxfx-tI0L9VbeSfXL-7VbJpT1n,,,
830,260384,FOSTERSTOWN_SOUTH,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,9,10,19,2,0,2,9,12,21,2,0,2,8,8,16,2,0,2,8,8,16,2,0,2,4,2,6,2,0,2,4,5,9,2,0,2,FOSTERSTOWN_SOUTH,C_10_B_04_P_02_260384,50.228,53.4404,-6.23417,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260384_FOSTERSTOWN_SOUTH,https://drive.google.com/uc?id=1nuSrtN0nNu6Ii5eCMHxcnEv5IEaj0aXf,,,
832,260446,GREENFIELDS,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,3,4,7,1,0,1,2,2,4,1,0,1,6,5,11,1,0,1,7,5,12,1,0,1,4,3,7,1,0,1,0,0,0,1,0,1,GREENFIELDS,C_10_B_04_P_02_260446,22.693,53.46134,-6.20514,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260446_GREENFIELDS,https://drive.google.com/uc?id=1gD2hMBy_fb7lh9oYckUnobgOcQPWmcbJ,,,
833,260467,HILLTOWN,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,11,4,15,1,0,1,3,2,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,5,0,0,0,HILLTOWN,C_10_B_04_P_02_260467,89.668,53.45387,-6.24123,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260467_HILLTOWN,https://drive.google.com/uc?id=1LezDB2Kf7qg1ZfHcD4gpdlDN8h_1iOuh,,,
834,260474,HOLYBANKS,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOLYBANKS,C_10_B_04_P_02_260474,6.972,53.47036,-6.22719,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260474_HOLYBANKS,https://drive.google.com/uc?id=1eazs9OEeCs15UaoFRhHBzrW9sKg6sLMp,,,
835,260494,JAMESTOWN,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,4,2,6,1,0,1,3,5,8,1,0,1,0,0,0,0,0,0,1,1,2,1,0,1,2,2,4,1,0,1,3,1,4,1,0,1,JAMESTOWN,C_10_B_04_P_02_260494,16.458,53.48647,-6.2256,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260494_JAMESTOWN,https://drive.google.com/uc?id=1znGdVIrq94XGv3jUPlsPmxuuAXCmSOHb,,,
836,260575,KNOCKSEDAN,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,19,18,37,6,0,6,13,16,29,6,0,6,13,15,28,6,0,6,14,17,31,9,0,9,15,19,34,6,0,6,7,8,15,3,2,5,KNOCKSEDAN,C_10_B_04_P_02_260575,39.566,53.45202,-6.2665,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260575_KNOCKSEDAN,https://drive.google.com/uc?id=12sxUx_bDb33iRI9zARLT1iCfLYyyuw7J,,,
837,260588,LISSENHALL_GREAT,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,28,26,54,8,0,8,13,18,31,5,1,6,21,22,43,8,0,8,16,20,36,6,0,6,14,24,38,6,0,6,18,20,38,7,0,7,LISSENHALL_GREAT,C_10_B_04_P_02_260588,107.234,53.47189,-6.20292,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260588_LISSENHALL_GREAT,https://drive.google.com/uc?id=1vhsdpKdWC9MLb1VBwqbuRNEuJWM_4MRC,,,
838,260589,LISSENHALL_LITTLE,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,17,12,29,4,0,4,9,6,15,5,0,5,14,11,25,6,0,6,17,17,34,7,0,7,19,14,33,4,0,4,16,9,25,4,1,5,LISSENHALL_LITTLE,C_10_B_04_P_02_260589,130.077,53.48144,-6.20854,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260589_LISSENHALL_LITTLE,https://drive.google.com/uc?id=1MAuU9rxgZMDDu5gxU1oHe0ruUax6LP0v,,,
839,260612,MAGILLSTOWN,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,31,29,60,8,0,8,25,14,39,6,1,7,33,26,59,12,0,12,17,11,28,6,0,6,22,12,34,6,0,6,16,18,34,0,0,0,MAGILLSTOWN,C_10_B_04_P_02_260612,131.835,53.49216,-6.23285,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260612_MAGILLSTOWN,https://drive.google.com/uc?id=1CcyuG8xzzWjSM3mxgNQYDa8xYyApxxmF,,,
840,260618,MANTUA,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,6,3,9,2,0,2,3,5,8,2,0,2,1,4,5,2,0,2,5,5,10,2,0,2,7,5,12,2,0,2,7,4,11,2,0,2,MANTUA,C_10_B_04_P_02_260618,8.971,53.46165,-6.20939,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260618_MANTUA,https://drive.google.com/uc?id=1U0x0zaZmyh80lPBvUJIuSPhpfJHJJNTX,,,
841,260620,MARSHALLSTOWN,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,4,3,7,1,0,1,5,4,9,1,0,1,7,4,11,1,0,1,5,3,8,1,0,1,6,3,9,1,0,1,1,3,4,1,1,2,MARSHALLSTOWN,C_10_B_04_P_02_260620,49.43,53.43927,-6.2129,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260620_MARSHALLSTOWN,https://drive.google.com/uc?id=1YmRSy53B0hn6UgSIRGshwsIjtIVmKc0O,,,
842,260632,MILTONSFIELDS,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,40,47,87,18,1,19,51,73,124,30,0,30,39,37,76,21,0,21,55,54,109,28,0,28,36,28,64,14,0,14,0,0,0,0,0,0,MILTONSFIELDS,C_10_B_04_P_02_260632,33.055,53.45143,-6.22353,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260632_MILTONSFIELDS,https://drive.google.com/uc?id=1zAvIH1G8spAB2G1Z7uvM7LHnrqRBdVvA,,,
843,260646,MOORETOWN,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,3,3,6,2,0,2,2,1,3,1,0,1,3,3,6,2,0,2,2,1,3,1,0,1,3,1,4,1,0,1,18,26,44,13,2,15,MOORETOWN,C_10_B_04_P_02_260646,125.676,53.4654,-6.24658,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260646_MOORETOWN,https://drive.google.com/uc?id=13IiD1fMxfLDKBVA5hywIZBoLB-Ug4W43,,,
844,260655,MOUNTGORRY,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,4,1,5,1,0,1,2,4,6,2,0,2,1,2,3,1,0,1,3,2,5,2,0,2,8,10,18,4,0,4,1,2,3,1,0,1,MOUNTGORRY,C_10_B_04_P_02_260655,48.226,53.45405,-6.20187,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260655_MOUNTGORRY,https://drive.google.com/uc?id=1pP9dehSxjXMm0v_m8Q5Lyhpu3bbg1gdS,,,
845,260667,NEVINSTOWN_EAST,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,4,2,6,1,0,1,0,0,0,0,0,0,3,2,5,1,0,1,2,2,4,1,0,1,3,2,5,1,0,1,6,8,14,4,0,4,NEVINSTOWN_EAST,C_10_B_04_P_02_260667,56.069,53.43996,-6.21939,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260667_NEVINSTOWN_EAST,https://drive.google.com/uc?id=1Bh3Mb3DSqBkjHWDEU0UrExJQSMQ-K8DO,,,
846,260668,NEVINSTOWN_WEST,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,6,6,12,3,0,3,5,4,9,2,0,2,4,2,6,1,0,1,3,2,5,1,0,1,2,2,4,1,0,1,6,1,7,1,0,1,NEVINSTOWN_WEST,C_10_B_04_P_02_260668,13.761,53.44337,-6.2259,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260668_NEVINSTOWN_WEST,https://drive.google.com/uc?id=1sE08Dy81KyeJASsgHagyAvK6ZT1NUxD_,,,
849,260712,OUTLANDS,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,0,0,0,0,0,0,4,5,9,1,0,1,5,6,11,1,0,1,4,6,10,1,0,1,2,4,6,1,0,1,3,4,7,2,0,2,OUTLANDS,C_10_B_04_P_02_260712,31.783,53.46602,-6.2347,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260712_OUTLANDS,https://drive.google.com/uc?id=17-syW0m01mx0AB1v81NCsRmQZV9Z-ZV2,,,
850,260758,RATHBEAL,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,35,28,63,8,1,9,22,23,45,9,0,9,22,17,39,8,0,8,16,16,32,8,0,8,20,17,37,7,1,8,3,3,6,1,0,1,RATHBEAL,C_10_B_04_P_02_260758,224.406,53.47079,-6.26112,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260758_RATHBEAL,https://drive.google.com/uc?id=19pV3z1yuDdi5JBB-d_hvzSHxxUCeNpjY,,,
851,260762,RATHINGLE,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,8,5,13,2,0,2,1,2,3,1,0,1,2,2,4,1,0,1,3,2,5,1,0,1,4,2,6,1,0,1,27,23,50,7,0,7,RATHINGLE,C_10_B_04_P_02_260762,45.733,53.44808,-6.24865,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260762_RATHINGLE,https://drive.google.com/uc?id=1f1jxS3stSp0IJ-EM6diJSOcssS003Rum,,,
852,260791,ROGANSTOWN,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,17,16,33,6,0,6,8,7,15,2,1,3,6,9,15,3,0,3,5,5,10,2,1,3,4,2,6,2,1,3,3,1,4,1,0,1,ROGANSTOWN,C_10_B_04_P_02_260791,72.367,53.48285,-6.27156,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260791_ROGANSTOWN,https://drive.google.com/uc?id=1CbJYK8ZDqz8rx1KlxaMMkhY9pHPJ10oa,,,
853,260812,SAUCERSTOWN,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,14,8,22,2,0,2,12,8,20,3,0,3,14,10,24,4,0,4,12,13,25,4,0,4,15,12,27,3,0,3,7,5,12,4,0,4,SAUCERSTOWN,C_10_B_04_P_02_260812,85.219,53.47987,-6.26121,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260812_SAUCERSTOWN,https://drive.google.com/uc?id=18Sg6vw5JGwBZbbGa6SvGpoeiO8487HBZ,,,
855,260819,SEATOWN_EAST,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,14,5,19,2,0,2,15,8,23,2,1,3,17,16,33,4,0,4,9,12,21,2,0,2,7,5,12,3,0,3,8,5,13,2,3,5,SEATOWN_EAST,C_10_B_04_P_02_260819,93.732,53.45826,-6.19609,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260819_SEATOWN_EAST,https://drive.google.com/uc?id=1n5v3tKl57-aKrc-1Ks2L9_ce9ZJUZlol,,,
856,260820,SEATOWN_WEST,DUBLIN,C_10,NETHERCROSS,C_10_B_04,SWORDS,C_10_B_04_P_02,2,8,10,1,0,1,4,6,10,2,0,2,1,2,3,1,0,1,3,3,6,1,0,1,0,0,0,0,0,0,8,8,16,3,1,4,SEATOWN_WEST,C_10_B_04_P_02_260820,36.881,53.46447,-6.21046,https://vrti-graph.adaptcentre.ie/entity-card/geo/modern-townland/C_10_B_04_P_02_260820_SEATOWN_WEST,https://drive.google.com/uc?id=1u1w6vSDcx6BkMGOYJR5pxEDgf8kI3XYb,,,
